upvotes,total_votes,rating,review,sentiment,confidence
0,0,5,"I served this wonderful cake at a Christmas party at my house.  As the only celiac in the crowd, I decided to wait until the others had tried it, before revealing that it was gluten free.  Everyone raved over the great taste!  The package included directions for making the mix into a carrot cake, which is how I served it.  My own two boys said it was the best cake I had ever made, including the traditional wheat flour cakes I sometimes make for the rest of my family.  It was moist, spicy, and rich.  It reminded me of the cakes my grandmother made when I was growing up, and she was a terrific cook.  I highly recommend this one!",2,0.9817097783088684
0,0,5,"This product arrived with the sanitary seal in place and in good condition.  After nearly 10 months in Iraq, being able to shake pepper out of this thing and smell it in the air is heaven compared to the tiny little pepper packets they give us that have little to no taste.  I really do love the smell of this pepper and it tastes great.  You may be better off buying it in the grocery store and not paying for shipping if you can manage that, though =)",2,0.9469968676567078
2,2,5,"Not wanting to pay $9 per pound at the local mall for black jelly beans, I came to my favorite online store, Amazon. With free shipping I could not beat the price. I went from paying $9 per pound to $3.50 per pound. I was afraid that maybe the good deal meant that they were stale but to my suprise they were fresh and delicious. I bought them for my mother for Mother's Day because she did not get a chance to buy any for Easter. With 10 pounds, I had plenty to share with my friends too.",2,0.8026549816131592
1,1,5,These jelly beans are wonderful.  They are smaller than regular jelly beans but that doesn't take away the flavor.  I would recommand these to anyone.,2,0.973116397857666
0,0,5,"Licorice Jelly Beans use to be my absolute favorite in the jelly bean flavors (I no longer eat sugar).  These were bought as a gift, so I did get to try a few just to see how they  are.  I've had many over the years before giving up on sugar and honestly have never had any with this good a flavor!  Also their customer service is excellent! I needed to contact them and they were very responsive and also willing to do just about anything to make sure even ONE customer is happy - something lacking in most companies these days.<br />To compare - I tried a couple Jelly Belly licorice ones and to me they had a fruit flavor that was just wrong - not enough of a licorice taste.  Gimbal's is less expensive this way and superior in every aspect of a licorice jelly bean.  This is a LARGE quantity!! Keep that in mind when purchasing - either have a lot of jelly bean lovers in your life, or a large family or collection of friends to share with - unless of course your sweet tooth won't stop and then, just savor them all yourself ;-)<br />Enjoy!",2,0.926143229007721
0,4,1,I never got the product and complained about the non receipt.  so i bought some in the store. klefje lskejfewl lsfjewldf,0,0.8491610288619995
0,0,5,"Soy milk is scrumptious and this variety has some extra nutrients added. It's a great, nutritious, high-calcium, no cholesterol product at a great price. Buy a case.",2,0.9800851941108704
0,0,2,makes nasty loose poo! the dry food does the same thing. i've tried the adult version and the puppy version and both gave my adult dog and my puppy super soft and stinky stools.,0,0.8900315761566162
0,0,4,This product is very good.  It goes a long way.  But quite as good as the one at DD.  Good product not the less.,2,0.9718020558357239
0,0,2,"I have purchased locally many other flavors of Da Vinci syrups, and ordered blueberry online to try it, because it isnt available locally- and I love blueberry! Well, this was a disappointment to me- very very sugary sweet with little blueberry flavor; not to mention I paid 4x what I would pay locally.<br />#very disappointed",0,0.7134094834327698
4,5,3,"I am a big fan of most of the freeze dried fruit and veggies, they are crunchy and flavorful and have NOTHING added.  The tomato fragments are extremely dry and tough, more like old sun dried, and for me they are only good when used in cooked dishes.  I do appreciate that these are organic!",2,0.7948378920555115
1,1,4,"I absolutely LOVE the just tomatoes tomatoe slices. I thought the bits might be good for soups etc., but they don't seem to have the same sweet flavor of the slices. I will ues these up, but go back to the slices. On the whole, a great product.",2,0.8332422375679016
1,1,5,"I toss some of these in soups, or hydrate in a bit of hot water and add to salads or salad dressings. They add a nice somewhat meaty flavor, (almost like bacon bits but healthy), to almost any dish.",2,0.746854305267334
23,23,5,"MY QUESTION FOLLOWED BY THEIR REPLY - VERY GOOD CUSTOMER SERVICE!!<br /><br />Hey guys,<br />So we are trying to feed a new born as much breast milk as we can, however there is not enough to meet his nutritional needs.<br />So a formula is in order as a supplement. With that, we are interested in your toddler formula, and it appears that since this meets the FDA Infant Formula Guidelines, that it should be safe, (and opinions on the Internet seem to feel the same way). However, our doctor says that it should not be used because of the higher amounts of calcium and phosphorous. He was also concerned about using the DHA/ARA supplement with concerns about the egg white process and that the proteins in egg whites are not good for an infant. Any thoughts on this? Thanks!<br /><br />THEIR ANSWER<br /><br />Dear Dave,<br /><br />Thank you for contacting Nature's One®.  Firstly, you are correct in that our Baby's Only Organic® formulas meet the nutritional requirements of the FDA's Infant Formula Act. No dilution is needed for babies under 12 months of age. Please follow label mixing instructions.<br /><br />Regarding the calcium and phosphorous content in Baby's Only Organic® formulas, calcium is an essential nutrient needed for bone health. The American Academy of Pediatrics Expert Panel for Nutrient Levels in Infant Formula has provided recommendations on the amount of calcium with the minimum per 100 Calories being 50 milligrams and the maximum being 140 milligrams per 100 Calories. Phosphorus is another important mineral for bone health. The Expert Panel has also recommended that the calcium to phosphorus ratio in an infant formula be no less than 1.1 or more than 2.0. Baby's Only Organic® falls within these ranges with our calcium at 135 milligrams per 100 Calories and a calcium to phosphorus ratio of 1.5.<br />Reference: Committee on Nutrition, Pediatric Nutrition Handbook, The American Academy of Pediatrics, 2009, pages 1245-1246.<br /><br />The balance between calcium and phosphorus is most important for bone development. The calcium to phosphorus ratio in both Baby's Only Organic® formula and Enfamil NextStep is 1:5. Thus, Baby's Only Organic® formulas provide an appropriate ratio of calcium and phosphorus for toddlers and an appropriate overall quantity of calcium and phosphorus.<br /><br />Regarding our Baby's Only Essentials® DHA/ARA supplement, The DHA utilized in our Baby's Only Essentials® DHA & ARA supplement is sourced from egg yolk phospholipids. You are probably aware that most often an egg allergy is caused by the egg white rather than the yolk. Additionally, it is the protein component of foods that usually elicit an allergic reaction. Because we use the phospholipids (not protein) from the egg yolk, there is only a very minute chance that an allergic response will ensue.<br /><br />If your child has a history of allergies, we highly recommend that you consult your child's healthcare provider.<br /><br />DHA is also found naturally in other foods, including oily fish like trout, sardines, tuna and salmon and the yolk of eggs. Dietary ARA is available from animal meats, dairy foods, eggs, peanuts and nori seaweed. As your child increases the variety of foods in her diet, you can include some of these foods in her diet. Other natural sources of DHA would include fish oil or fish oil supplements. Unfortunately, it is difficult to insure that these are free from mercury or other environmental toxins. But, also remember that these fatty acids can be formed from dietary linoleic and linolenic acids (nuts, seeds, grains legumes, vegetables and their cold-pressed oils). By including good sources of high quality fats in the diet, your child will easily be able to meet her specific needs<br /><br />Most egg allergies are a result of ingestion of egg white; egg yolk allergies are rare.<br /><br />Proteins are the component of foods that cause allergic reactions. Egg allergy is usually due to the proteins in the egg white. These protein allergens are: ovomucoid, ovalbumin, ovotransferrin; lysozyme, and ovomucin.<br /><br />However, there can be a rare situation of egg yolk allergy. The literature to date usually associates egg yolk allergy to a reaction triggered by inhaled bird allergen, referred to as Bird-egg syndrome. This is a very rare syndrome.<br /><br />Egg allergy can also be seasonal. Oak pollen, short and western ragweed and the goosefoot family of weeds may cross react with eggs when these pollens are in season.<br /><br />The estimated point prevalence of egg allergy in children is 1.6% by 2.5 years of age. (1) Again, egg white is usually the cause of an egg allergy. Most children outgrow an allergy to eggs by 5 years of age.<br /><br /> (1) Eggesbo M, Botten G, Halvorsen R, Magnus P, ""The prevalence of allergy to egg: a population-based study in young children,"" Allergy 56; 5:403<br /><br />I hope this information is helpful to you. Thank you for your interest in Baby's Only Organic® formulas. Please let me know if you have additional questions.<br /><br />Sincerely,<br /><br />Lori<br />Nature's One Inc.<br />[...]<br />[...]<br />Toll Free [...]",2,0.7698761224746704
9,9,5,"HANDS DOWN the best formula on the market.  Sadly, my breast milk dried up so I had to fine a formula.  My poor son has so many GI, stomach, gas, crying, reflux, etc issues.  We were on Alimentum for over a month.  We even tried the ready to eat b/c I heard it was corn free.  I also tried the hypoallergenic version by Enfamel.  Nothing made him better.<br /><br />After researching DHA/ARA...I found some scary things.  Basically, it is made by using chemicals.  There are some babies that have had a horrible reaction to this b/c of the toxins.  You can google it.  Anyway, I found this organic formula that didn't have it in it (you can buy DHA/ARA seperate made from eggs organically and no chemicals).  I was nervous...b/c my son had so many issues...I didn't want to make it worse.  But I tried it!  Seriously, it has changed my son's life!  He is a completely different baby!  I no longer even give him acid reflux meds anymore...I mean of course it is still there...but that is how much better it is.  My son has been on this since he was 6 weeks.  I know it says toddler, but if you go to their site it is FDA approved for infants.  They say toddler b/c they fully support breast feeding for the first year.  It has the same cals, fats, nutrients, vit, minerals pretty much as the other leading brands...it's just organic...no DHA/ARA..and they don't use corn syrup.  Seriously, try this formula!",0,0.8281965851783752
5,5,5,"I can't believe I am the first to review this great product.<br /><br />We have been using <a href=""http://www.amazon.com/gp/product/B001BM4JLC"">Earth's Best Organic Infant Formula with Iron, 25.75-Ounce Canister</a> (which is also a great product) up until our little started showing signs of lactose intolerance. After consulting with the pediatrician, we started searching for a suitable alternative.<br /><br />Whilst Soy formulas are being offered as the ""lactose free"" alternative by many, our first preference was ""non-soy"" alternative. We also wanted a natural & organic product, free of those nasty chemicals and ingredients. After a considerable amount of research and shopping around, we found this was the best choice out in the market that was both lactose free and natural/organic.<br /><br />Our little one also took to this formula very well and doing a lot better on this formula.",2,0.9221303462982178
1,1,5,You can find this 6-pack for $40 dollars less at diapers.com.  No reason they should be charging this much.,1,0.43079233169555664
1,1,5,"Our 9 month old originally was spitting up a lot. We had him 1st on Similac regular, then went to Similac Sensitive and finally to Similac Soy.  The soy did the trick. He was on similiac soy for the past 6 months. When the Similac recall went through, my wife became disgusted with Similac and suggested we try a new brand. I was reluctant but did so anyway.  We reminded ourselves that as babies get older, they become less fussy, less gassy and maybe they don't need SOY anymore if that's what they were used to. So I went to my local Whole Foods store and bought the Lactose Free Baby's only formula. AN instant hit !!!!! My son loves it ! Seriousely. He gobbles it down...all 6 oz in once shot. Before with the similac soy, he would have to take a break in between.  My wife actually tasted the milk and said it is delicious compared to similac soy.  Well, if adults like it, I am sure babies would too !  I am very happy thus far with our choice. We were going to get Natures Best, but read that the way they extract their DHA is not ideal. Glad I realized that.  So far so good ! We always thought that our baby would be stuck with SOY formula...thank's to the similac recall and some good old fashioned parent intuition, we realized that is NOT the case.  I am happy about that since SOY can cause some hormonal problems.....babies and adults alike.  Thank you Baby's only for making an excellent product !",1,0.5803505182266235
1,2,5,"When my daughter was an infant, she was allergic to something in my breastmilk and was put on Neocate which worked wonders for her allergic colitis.  For my son, we were therefore very careful when it came time to picking out a formula to supplement breastmilk.  His stomach does react when I have accidentally had more dairy than I can tolerate so my pediatrician recommended a lactose free formula, especially given our Asian background.  I wanted something organic, not soy, lactose free, and with as clean of a label as possible and this formula fulfills all of those criteria.  My son didn't like it at first, but now he switches easily between breastmillk and formula.  He has not been gassy nor spit up on it.  I really wish Amazon stocked it.",1,0.5345178246498108
5,5,5,"I love pasta, but it does not love me.  I just don't seem to be able to digest it.  But this pasta, not only tastes great, it is so easy to digest.  And, as an added bonus, it is healthy & low in calories.  I have now tried every version of this pasta & they are all amazing.  Some reviewers complained that the pasta is too firm, but that is not the case.  You simply need to cook it a bit longer than regular pasta & then it is light as a feather. Because of how wonderful it tastes & because it is so light, you would think that you were eating homemade pasta.  Almost hard to beleive that this stuff comes out of a box! :-)",2,0.7398210167884827
3,3,5,"I eat this pasta every day, without guilt. I love this pasta. I maintain my desired weight without any problem. You have to cook this pasta a little longer than normal pasta, but it is every bit as good.",2,0.9703052639961243
2,2,5,"Each box is 8oz and usually I make 8oz mixed with some lean protein for a meal for both my husband and I, and if we have leftovers, it's rare.  This time however, I had half of it leftover only b/c we felt full and couldn't eat anymore.  I wonder if this is b/c of the high amt of fiber. Whatever, this morning my hubby tells me he's down 3 lbs. too.  I'm jealous. Also, I've been on an eating binge almost 2 weeks, always feeling unsatiated. Last night I had no strong urges to eat snacks.  I ate an apple more out of habit to eat something than b/c I was truly hungry. I won't say this is the outcome for everyone, but I thought I'd share.  I'm using the leftover pasta in my bean soup tonight. I'd like to eventually try the different varieties of shapes of pasta now, too.",1,0.658689558506012
2,3,5,I love this stuff and only get it through Amazon.  It arrived on time and good condition and I enjoy it.,2,0.9876255393028259
0,0,5,"Just a quick note... a very good friend of mine who also battles weight issues and love pasta turned me on to this product.  We bought a box at Whole Foods and I was impressed by the taste but especially by the low calories and high fiber content.  Amazingly it's about 40% cheaper at Amazon than at Whole Foods, and being an Amazon Prime customer saved me on shipping.<br />I'll be back for more soon.  I love quality and a bargain.",2,0.9755842685699463
0,0,5,"Love this pasta.  I mix this with regular pasta for a meal, half and half.  Love the lower calories and the fiber content.",2,0.9789247512817383
0,0,5,"My husband and I have been on a low carb diet for two years and I miss pasta most of all. We've tried other low carb pastas and weren't crazy about them, but we loved Fiber Gourmet. The taste is midway between white and whole wheat pasta. Unlike other low carb pastas, we didn't experience any side effects in terms of digestive issues (if you know what I mean). I can't wait to try other products from Fiber Gourmet.",2,0.8044167757034302
0,0,5,"Love this pasta.  Does cook up a little firm, cooked it a bit longer. Had it with pesto very good.  My husband could not tell the difference so I know it is good.  He is very fussy.",2,0.9621689319610596
0,0,5,"Wow ... this pasta tastes just like the real thing unlike the brands labeled as whole wheat pasta. I tried them many times and simply could not get the same pasta-eating experience.  I eat half the box at a time, which is about 4 ozs, and it's so filling I can't eat more if I wanted. It keeps me satiated all night. I don't even get the urge to snack. This is like a miracle to me.  Even my children who are the absolute pickiest eaters in the world love this pasta and will eat it in substitute for the ""real"" (and unhealthy) alternative. The other reviews are absolutely correct in that you should cook it 2 - 5 minutes longer than you would cook other pasta or even what the box says.  I'm not sure if Amazon will like this comment, but it is much cheaper on the Fiber Gourmet web site at about double the amount for the same price on the day I am writing this review.",2,0.6518795490264893
0,0,5,I am on a low carb diet and have lost 25 pounds.  I was so tired of eating meat all the time but too nervous to splurge on pasta until I came across this product on Amazon.  I cook it a minute or two longer than the directions and top it with full fat Greek yogurt and parm cheese and one serving is so filling and yummy.  Definitely cures my cravings and am now on subscribe and save.  My hubby and son love it too!,2,0.9087803363800049
0,0,5,I don't know how they do it but this product is too good to be true.  Half the calories of regular pasta!! Wow.,2,0.963017463684082
0,0,5,Great product.  Recommended by Dr. Oz.  We love pasta but not the calories.  This is much better than whole wheat.,2,0.979653000831604
0,0,5,I brought a box with me to visit my daughter and family.<br />We all enjoyedjthe fiber gourmet light penne  very much.,2,0.9390595555305481
0,2,3,It is a good tasting product.It does not raise my blood sugar as much as regular pasta but you still can't eat a whole box and expect your glucose levels will be normal.,2,0.5718309283256531
9,9,5,"First of all, it is wonderful to have these pods delivered to my door free of charge.  On auto delivery, they are cheaper than the cheapest Senseo pods that I have found (Target/Walmart).  But check out the weight of coffee per Senseo pod vs. this particular Baronet coffee pod.  Not all Baronet pods are this weight, however, so check out the products carefully.  I guess I had better mention that the coffee flavor is great!  One order is for three boxes of these pods.",2,0.9433902502059937
0,0,1,This coffee is absolutely horrendous.  I cannot believe it has any favorable reviews and agree with the other reviewer who believes positive reviews were written by employees.  I cannot stress enough how bad this coffee is.  It doesn't even taste like coffee.  The best way to describe it is a cup of chemicals.  I am really bummed I cannot returned this.  A complete waste of money.  It all went in the garbage.,0,0.9479803442955017
0,0,5,"These pods are so much better than the Senseo pods!  At 10 grams, these pods are packed with more coffee than the Senseo pods, making for a better, stronger, more flavorful cup of coffee.  I use these in my Melitta One-One.  Also love that each pod is individually packaged, so they stay fresh.  They come in a stand-up box dispenser which is nice too.  I can't understand the other reviewer here who didn't like the coffee - I love this decaf!  It really is the best pod I've found.  Also the value here can't be beat.  Comes 3 boxes in each order, so in each order you get 54 pods!  And Baronet has so many flavors.  Do check on the other Baronet flavors, though, because all the Baronet pods are not 10 grams, and all the pods don't come individually packaged.  Stick to the 10 gram, individually packaged pods, you won't be disappointed.  I get three different Baronet coffee pod flavors, all on auto-delivery.  Highly recommend.  Yum.",2,0.9685354828834534
0,0,1,"The flavor of these pods is horrid.  I ordered them only because Senseo was out of stock for so long, and I needed some decaf pods, and these had received a couple good reviews (which I now suspect were written by Baronet employees).  I have never tasted such awful coffee before. A big ""YUK"" for Baronet.",0,0.9083114862442017
0,0,4,"I am enjoying this coffee but the vanilla is a little overpowering.  The strength of the coffee itself is very good.  I can use one packet to make 2- 4 oz. cups with the Senseo coffee maker so it definitely saves me money.  Plus, it is just so easy to make coffee and clean up in the morning!",2,0.9637374877929688
0,0,5,"I had been using <a href=""http://www.amazon.com/gp/product/B000UBH9YE"">Senseo Decaffeinated Coffee, 18-Count Pods (Pack of 6)</a> in my <a href=""http://www.amazon.com/gp/product/B0043XYLAA"">Hamilton Beach Personal Cup Stay or Go POD Brewer</a>. Although the Senseo coffee is very good, I wanted some variety. This is what I found and its excellent. The vanilla flavor is rich and most importantly, leaves no after taste. I drink tall cups, 16 oz, so what I am doing is using 1 of each type. The vanilla is strong enough that it still tastes great. The Senseo decaf is a little cheaper, so I do that as a cost saving measure. I also signed up for Subscribe and Save to further reduce cost.  If you like vanilla coffee and have a pod brewer, I am confident you will love this coffee.",2,0.5590389966964722
0,0,5,So many different flavors to choose from.  I ordered this brand for the first time and the taste is wonderful.  It was the only decaf french vanilla I could find.  I have decided to switch from my old brand to this one.,2,0.9761877655982971
9,9,5,"This by far the best pudding mix, you don't see this on the store shelves.. Everyone seems to just buy milk chocolate pudding.. and I guess most don't like to cook pudding on the stove, it is best when pudding is cooked cooked.. Instant pudding does not equal this..  Carl",2,0.7228538393974304
2,2,5,We've been searching everywhere locally for this putting.  I was so elated to find it on Amazon.  This is the only pudding my mother made her chocolate pies with and now the tradition continues.  Thank you so much Amazon!!!,2,0.9827096462249756
0,4,1,how come you sent me instant choc.fudge pudding...<br />the order told you to send me the COOK & SERVE choc.fudge pudding....<br />you show the picture of it....<br />why couldn't send it to me....<br />it makes me wonder if I should order anything else from you....<br />pissed,0,0.9061090350151062
2,2,5,"My honey has a serious sweet tooth, which I accommodate by preparing him a weekly dessert. Martha White's Muffin Mix is very convenient to prepare because it only requires one-half cup of milk, which I toss into my cuisinart; and wah-la six beautiful muffins with virtually no prep time. They are moist, delicious, and economic.",2,0.950695276260376
1,1,5,i followed the easy instructions and these turned out delicious. i ate them all. there were only 6 of them. i mixed 1/2 cup of milk into the dry mix and slowly mixed it together. i poured the mix into my sprayed cast iron 6 cup muffin pan. i cooked them in my small convection oven and they cooked up nicely. they were moist on the inside. the mixes were very fresh smelling and had a freshness date well into 2013. the pouch is a nice tough plastic one and will keep the mix fresh. it is very easy to open also.,2,0.9668750762939453
1,1,5,"WE LOVE LOVE LOVE these muffins. They are moist and delicious !! We like them best the day you bake them. The 2nd day they do dry out a bit but are wonderful if you pop them in the toaster oven for a few min to warm them up, then they are good as new. Our only complaint is that they are DIFFICULT to find !! BUT DEF Worth every penny !!",2,0.9844451546669006
1,1,4,"This was my first time purhcasing muffin mix as well as baking muffins.  To me the muffins came out a little dry, but tasted great and the people I shared them with said they were good too.  I will, more than likely, purchase Marth White Muffin Mix in the future.  The muffin mix came at an excellent price and I can't complain.<br />Thank you Amazon.com for having most everything under the sun for sale.",2,0.9721966981887817
0,4,1,"I tried the Martha White Turtle Fudge Chocolate Chip Cookie recipe and these are the worst cookies I have ever made. Either there is someone on the staff of Martha White who has a lopsided sense of humor OR their taste buds have taken a permanent vacation. I wasted my time, a lot of money on chocolate and pecans,and my effort.Martha White either needs to tweek this recipe or take it off the website so no other unsuspecting housewife will waste her money and time on these worthless cookies. My husband picked up one on his way through the kitchen and within two seconds he came back in and threw it in the garbage.",0,0.9267101287841797
0,0,5,"I brought 2 bottles.  One I carry in my pocket and the other for home.  I fell in love with this while on vacation in Belize.  Just a couple drops does the trick.  Packs a ton of flavor, but not too hot that it overpowers your food.",2,0.9676392674446106
2,2,4,"Good product and decent shipping. However, the price was $15.95 and I later found the same item in a local store for $6.95. What a gouge.",0,0.7527235150337219
2,2,3,"Not bad for a prepackaged and quickie meal. If you're looking for authentic Thai, this will give you only half the flavor, so the name that it is only a taste of Thai is quite accurate. Cartons are fancy, but big for the amount they hold. It is definitely enough for a meal, but if you're looking for a full takeout carton of food to eat, you had better grab two. It is tasty enough for a meal, but if you can get yourself to an authentic Asian supermarket, I guarantee you will find much tastier options that are also quick and easy to make with more substance and flavor and at a much lower price (ie 6 boxes of noodles for $6) - and I'm not talking about Cup O' Noodles or things you find at American supermarkets. But overall, my husband and I, being the noodle-mongers that we are, did enjoy these as something new for the palate. However, we will probably opt to order Thai takeout for fresh noodles next time we have a craving.",2,0.5680958032608032
1,1,3,It's like eating a large box of paste.  I enjoy the flavor but I usually cook them and then mix with something else I'm eating as it's a no-go straight out of the box!,1,0.47329261898994446
1,1,2,"I simply don't like it. It is easy to prepare, but when I eat it, I feel that i am eatting a lot of artificial ingredients. I cannot even finish one fourth of it.....",0,0.936939001083374
1,1,3,"Overall, this was good, but not great.  The ginger sauce seemed like it need an extra something to get it a fourth star.  I think I was expecting a little more ginger taste.  I'd buy it again, especially if I can find a good way to punch it up just a little more.  I may try that egg tip!",2,0.39273935556411743
1,1,4,"The Taste of Thai Coconut Ginger Noodles are really yummy! The coconut and ginger flavors are very mild.<br /><br />Each recloseable, Chinese-takeout-shaped box conveniently serves as a microwaveable container. One box makes enough for me to have 2 very filling lunches or for my whole family to share as a side dish. (The kids always lunge at the opportunity to have these!)<br /><br />The only negative thing I can say is that I wish there weren't so many separate little seasoning packets to mix in (3, plus the noodles); a single combined spice packet would be easier. (Of course, one benefit of multiple packets is the ability to leave out a certain spice if you're not fond of it, but I like them all!)",2,0.9414588212966919
0,0,2,"We enjoy A Taste of Tai's Peanut Noodles... they rock.  That peanutty flavor...mmm... so we decided to try these... um, Ginger, not so much. Nothing really distinguishes these from any other noodle flavor, and the ginger is a bit overpowering.<br /><br />Take this review in stride though, if you're a Ginger lover (and I'm not talking Gilligan's Island here), then these may be right up your alley.  Just a bit outside for me, though (if I may mix my metaphors).",2,0.900802493095398
0,0,4,"Provided you use clean (preferably purified) water to cook this, it can be a great tasting hold over to a main meal. Far superior to most instant noodle packages out there and for the most part, gluten and meat free (except for the shrimp flavor).<br /><br />While some people have remarked on the ""over-sized"" packaging, this actually allows for a good and thorough mixing of the flavor packets and noodles with little chance of spillage.<br /><br />While the coconut ginger variety tastes good, it may be a bit too subtle for those looking for an actual ""taste of THAI."" I'd recommend the Thai Peanut noodles for those seeking something with a bit more of a pronounced Thai flavor and highly recommend The A Taste Of Thai Peanut Salad Dressing (added to salads, meats or the Peanut Noodles) for a very spicy Thai experience.<br /><br />Overall for the taste and quantity, the subscribe and save offer provides the best deal. Comparatively speaking in terms of price, Wal-Mart offers most of these noodles a few cents cheaper (compared to the subscription price) but do not seem to carry the Coconut Ginger Variety. At least not at the store near me.<br /><br />If you haven't tried this brand of instant noodles yet, I think you'll be in for a treat.",2,0.8814429640769958
0,0,5,I really like this soup.  It is mild and I don't like anything that is to hot.  IT is just right.  Has a good flavor and is something I can take to work and pop in the microwave. I would buy it again and again.,2,0.972963273525238
0,0,5,"This is quick, easy and portable, and I think it tastes great! It's my favorite flavor.",2,0.9899817109107971
0,0,3,I bought these at walmart for less then $2.00 dollars a box.There over  $2.80 a box @Amazon for (box of six).Then you need to add another $7.00 dollars to your order to get free shipping ....I would not buy these again could be better if you added chicken or an egg like other reviewers mentioned. My box does say gluten free so maybe there are 2 versions.,0,0.6095767021179199
0,0,3,"A year or so ago, I use to buy these quite often because they were gluten-free.  Last month I decided to order some again and this product no longer says ""gluten-free"" on the packaging and contains wheat.  I didn't want them to go to waste, so I ate one anyway.  I became very sick.  I do enjoy this product but will not be purchasing again because of the wheat.  Just a warning for those of you who also have issues with wheat/gluten.",0,0.7541971802711487
0,0,2,"Thanks for the egg tip, it works very well and really helps this product.  Nevertheless, I ended up giving away three of the six containers because I was not thrilled with the nutritional information.",2,0.6920390725135803
0,0,4,"It's very tasty and very easy to make.  If you're in need of a very quick, filling meal and it needs to be gluten free, this works out great.  Try the Thai Peanut one, too.",2,0.9748298525810242
0,0,5,"We ordered a pack of these and ate through them very quickly! My husband and I both like taking them to work for lunch. Here's my recipe, so that I get more protein: I slip a fresh unbroken egg into the box before I leave home in the morning, then I add the egg to the water before I cook it at lunchtime.",2,0.9610692262649536
0,0,4,Very tasty gluten-free option.  My kids loved it as it wasn't too spicy.,2,0.985194742679596
0,0,4,The Thai Coconut Ginger Noodles are quick and easy to prepare. You will be rewarded with delicious noodles to enjoy by yourself or share as a side dish with another noodle enjoyer.,2,0.9764734506607056
0,0,5,I liked this so much that I re-ordered and will keep<br /><br />re-ordering.,2,0.9848264455795288
1,2,2,"I had recently tried a similar product from Trader Joe's and, not having a TJ's around me presently, I decided to try this more readily-available variation.  I didn't really like this thing too much.  For starters, there is too much packaging for my liking.  Too many things to throw away.  And I agree with a previous reviewer that they're kind of big cartons for how much they hold.  Inside the container are 4 packages - one for noodles, and three for various seasonings.  Then you have to add water.  They give you a fill line, but it's kind of awkward.  Then microwave for 3 minutes.  Then stir, then microwave again for one minute.  The one from Trader Joe's only has two packets - one for noodles, one for sauce - and no water involved.  Just microwave for 2 minutes and you're done.  And those are a lot tastier.  I didn't like the texture of this thing (everything clumped together too much) and it really didn't have much taste, especially considering the three different packets of seasoning I put in.  Time to try a couple of the other brands of these things...",0,0.6905941963195801
0,1,1,I bought these for my son to take to work for lunch. Apparently his co-workers found the smell so offensive they asked him not to eat it at work again. Maybe it was a bad batch...,0,0.827797532081604
0,1,3,"I don't plan on reordering it, but it was definitely edible and filling since I added chicken.",2,0.5951492786407471
1,3,1,"I tried these as I love Thai food, ginger and coconut. That was my problem, as this mess does not even vaguely resemble Thai food and has no discernible ginger or coconut taste. Plus, the noodles stick together, even when prepared as suggested, and come out in a big clump when you try to eat them.<br /><br />Also, the nutrition label is misleading. I am dieting and read labels very carefully. This says a serving is one cup and also says one package weighs 4oz (half a cup). I figured, as it did not say otherwise and as this type of meal is usually one serving, that after adding water there would be one serving per package. Not so, one package is actually two servings, or over 500 calories. This is far more than any other pre-packaged noodle meal I have seen.<br /><br />The excessive calorie content might have been OK had the product tasted good, but it doesn't. I would definitely recommend you stay away from this mess.",0,0.7607686519622803
5,5,5,"This is a great and delicious way to eat Thia food at home.  Just ""melt"" the entire packet (if you like it spicy) into two cans of coconut milk in a pan.  Then add your favorite meat and veggies.  I usually use chicken strips and a bag of frozen asian veggies.",2,0.9490453600883484
3,3,5,"While the restaurants always do it best, these curry pastes are pretty tasty. It's easy to use,  fast, and you can add the meat and veggies of your choice. For those of you scared of something spicy, you might use a little less, but for most, it's just right, and for those that like it spicier, you can add a little crushed red pepper. Since the coconut milk has to be added separately, you can also control the fat content--you can go light or go with the much yummier, creamy stuff. I find the green curry is a little sweeter than the red and panang curries, and is maybe a little less spicy.",2,0.9206467270851135
3,3,5,Much hotter than your normal green curry. One pack makes many servings.,1,0.4366402328014374
1,1,4,"Used to use another brand (that changed), in a jar, but this is so much better! Has a very pleasing hot spicy taste with a hint of lemon/lime and a good amount of heat. It is a little too salty though, if you like to use a fair amount to ""spice it up"". We wish it had a lower sodium content. While, made from scratch with fresh ingredients is always better; this is the next best thing! Really good with chicken, beef, pork, tofu and veggie dishes. Quick and easy to make good-for-you meals. We don't like the packaging and wish it were in a jar, but other than that and the sodium content, we like it. Will buy again!",2,0.8881239891052246
0,0,5,"Second order.  Very good, hot which I like but best to sample as per your preferences.",2,0.9659280776977539
0,0,5,"I was really impressed with this.  There are many flavors, and quite a bit of heat.  With this and your favorite brand of cocunut milk you can make some great Thai curries at home.",2,0.9850851893424988
0,0,5,"Different flavors for different people.  Not everyone is going to like this just as others, like me, will love this coffee.<br /><br />It's totally subjective.<br /><br />I give it 5 stars.  I enjoy this coffee a lot and the price is very reasonable, in my opinion.  It matches my local big box grocery store.",2,0.9055423140525818
1,1,5,"I was at a 5 star hotel and was served this tea during a meeting.  It was fantastic.  I asked the server if they could get me the name of the company, but they were unable.  Thank goodness for Amazon I was able to find it.  It's the best I have had in many years.  It arrived on time and very securely packed.",2,0.934157133102417
